,teamId,teamName,name,id,battingStyle,bowlingStyle,ROWHEADER,Matches,Innings,Runs,Balls,Highest,Average,SR,Not Out,Fours,Sixes,Ducks,50s,100s,200s,300s,400s
696,6,Bangladesh,Shadman Islam,9868,Left-hand bat,Left-arm orthodox,Test,24,46,1207,2560,120,27.43,47.15,2,139,2,5,6,2,0,0,0
697,6,Bangladesh,Shadman Islam,9868,Left-hand bat,Left-arm orthodox,ODI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
698,6,Bangladesh,Shadman Islam,9868,Left-hand bat,Left-arm orthodox,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
699,6,Bangladesh,Shadman Islam,9868,Left-hand bat,Left-arm orthodox,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
700,6,Bangladesh,Soumya Sarkar,8233,Left-hand bat,Right-arm medium,Test,16,30,831,1442,149,27.7,57.63,0,109,9,2,4,1,0,0,0
701,6,Bangladesh,Soumya Sarkar,8233,Left-hand bat,Right-arm medium,ODI,76,71,2198,2282,169,32.32,96.32,3,256,52,9,13,3,0,0,0
702,6,Bangladesh,Soumya Sarkar,8233,Left-hand bat,Right-arm medium,T20,87,86,1462,1197,68,17.83,122.14,4,145,55,13,5,0,0,0,0
703,6,Bangladesh,Soumya Sarkar,8233,Left-hand bat,Right-arm medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
704,6,Bangladesh,Tanzid Hasan Tamim,14205,Left-hand bat,,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
705,6,Bangladesh,Tanzid Hasan Tamim,14205,Left-hand bat,,ODI,25,25,548,547,84,21.92,100.19,0,71,16,3,4,0,0,0,0
706,6,Bangladesh,Tanzid Hasan Tamim,14205,Left-hand bat,,T20,25,25,576,447,67,25.04,128.86,2,63,26,3,4,0,0,0,0
707,6,Bangladesh,Tanzid Hasan Tamim,14205,Left-hand bat,,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
708,6,Bangladesh,Mahmudullah,1121,Right-hand bat,Right-arm offbreak,Test,50,94,2914,5456,150,33.11,53.41,6,338,24,11,16,5,0,0,0
709,6,Bangladesh,Mahmudullah,1121,Right-hand bat,Right-arm offbreak,ODI,239,209,5689,7330,128,36.47,77.62,53,426,107,10,32,4,0,0,0
710,6,Bangladesh,Mahmudullah,1121,Right-hand bat,Right-arm offbreak,T20,141,130,2443,2083,64,23.49,117.29,26,184,77,5,8,0,0,0,0
711,6,Bangladesh,Mahmudullah,1121,Right-hand bat,Right-arm offbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
712,6,Bangladesh,Mahedi Hasan,11871,Right-hand bat,Right-arm offbreak,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
713,6,Bangladesh,Mahedi Hasan,11871,Right-hand bat,Right-arm offbreak,ODI,11,10,122,188,29,15.25,64.9,2,10,2,0,0,0,0,0,0
714,6,Bangladesh,Mahedi Hasan,11871,Right-hand bat,Right-arm offbreak,T20,57,41,368,373,30,11.87,98.66,10,27,11,7,0,0,0,0,0
715,6,Bangladesh,Mahedi Hasan,11871,Right-hand bat,Right-arm offbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
716,6,Bangladesh,Mehidy Hasan Miraz,11081,Right-hand bat,Right-arm offbreak,Test,54,98,2110,4159,104,23.98,50.74,10,247,22,6,9,2,0,0,0
717,6,Bangladesh,Mehidy Hasan Miraz,11081,Right-hand bat,Right-arm offbreak,ODI,108,79,1654,2142,112,23.97,77.22,10,142,28,5,6,2,0,0,0
718,6,Bangladesh,Mehidy Hasan Miraz,11081,Right-hand bat,Right-arm offbreak,T20,32,27,407,348,46,17.7,116.96,4,35,10,2,0,0,0,0,0
719,6,Bangladesh,Mehidy Hasan Miraz,11081,Right-hand bat,Right-arm offbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
720,6,Bangladesh,Litton Das,8540,Right-hand bat,,Test,50,88,2929,4967,141,33.67,58.97,1,358,18,2,18,4,0,0,0
721,6,Bangladesh,Litton Das,8540,Right-hand bat,,ODI,95,94,2569,2990,176,29.19,85.92,6,274,45,16,12,5,0,0,0
722,6,Bangladesh,Litton Das,8540,Right-hand bat,,T20,102,100,2168,1737,83,22.35,124.82,3,216,65,6,11,0,0,0,0
723,6,Bangladesh,Litton Das,8540,Right-hand bat,,IPL,1,1,4,4,4,4.0,100.0,0,1,0,0,0,0,0,0,0
724,6,Bangladesh,Mushfiqur Rahim,394,Right-hand bat,,Test,98,181,6328,13069,219,37.89,48.42,14,737,37,13,27,12,3,0,0
725,6,Bangladesh,Mushfiqur Rahim,394,Right-hand bat,,ODI,274,256,7795,9780,144,36.26,79.71,41,617,100,12,49,9,0,0,0
726,6,Bangladesh,Mushfiqur Rahim,394,Right-hand bat,,T20,102,93,1500,1305,72,19.23,114.95,15,126,37,8,6,0,0,0,0
727,6,Bangladesh,Mushfiqur Rahim,394,Right-hand bat,,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
728,6,Bangladesh,Jaker Ali,11088,Right-hand bat,,Test,6,11,337,595,91,30.64,56.64,0,36,6,0,4,0,0,0,0
729,6,Bangladesh,Jaker Ali,11088,Right-hand bat,,ODI,10,10,366,443,68,45.75,82.62,2,24,14,0,3,0,0,0,0
730,6,Bangladesh,Jaker Ali,11088,Right-hand bat,,T20,28,26,497,390,72,27.61,127.44,8,24,32,1,2,0,0,0,0
731,6,Bangladesh,Jaker Ali,11088,Right-hand bat,,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
732,6,Bangladesh,Anamul Haque,8237,Right-hand bat,,Test,8,15,162,399,39,10.8,40.61,0,20,1,3,0,0,0,0,0
733,6,Bangladesh,Anamul Haque,8237,Right-hand bat,,ODI,49,46,1352,1808,120,29.39,74.78,0,136,27,6,5,3,0,0,0
734,6,Bangladesh,Anamul Haque,8237,Right-hand bat,,T20,20,20,445,395,58,24.72,112.66,2,46,14,1,1,0,0,0,0
735,6,Bangladesh,Anamul Haque,8237,Right-hand bat,,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
736,6,Bangladesh,Mahidul Islam Ankon,12174,Right-hand bat,,Test,1,2,29,66,29,14.5,43.94,0,1,2,1,0,0,0,0,0
737,6,Bangladesh,Mahidul Islam Ankon,12174,Right-hand bat,,ODI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
738,6,Bangladesh,Mahidul Islam Ankon,12174,Right-hand bat,,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
739,6,Bangladesh,Mahidul Islam Ankon,12174,Right-hand bat,,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
740,6,Bangladesh,Taskin Ahmed,8548,Left-hand bat,Right-arm fast,Test,17,29,261,565,75,10.88,46.2,5,27,3,3,1,0,0,0,0
741,6,Bangladesh,Taskin Ahmed,8548,Left-hand bat,Right-arm fast,ODI,81,45,233,413,21,7.28,56.42,13,15,8,9,0,0,0,0,0
742,6,Bangladesh,Taskin Ahmed,8548,Left-hand bat,Right-arm fast,T20,74,35,193,204,31,10.16,94.61,16,17,6,6,0,0,0,0,0
743,6,Bangladesh,Taskin Ahmed,8548,Left-hand bat,Right-arm fast,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
744,6,Bangladesh,Taijul Islam,8253,Left-hand bat,Left-arm orthodox,Test,55,94,841,2238,47,10.13,37.58,11,94,2,13,0,0,0,0,0
745,6,Bangladesh,Taijul Islam,8253,Left-hand bat,Left-arm orthodox,ODI,20,12,110,174,39,10.0,63.22,1,10,1,1,0,0,0,0,0
746,6,Bangladesh,Taijul Islam,8253,Left-hand bat,Left-arm orthodox,T20,2,1,0,1,0,0.0,0.0,1,0,0,0,0,0,0,0,0
747,6,Bangladesh,Taijul Islam,8253,Left-hand bat,Left-arm orthodox,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
748,6,Bangladesh,Mustafizur Rahman,9863,Left-hand bat,Left-arm fast-medium,Test,15,22,66,162,16,4.4,40.75,7,3,5,8,0,0,0,0,0
749,6,Bangladesh,Mustafizur Rahman,9863,Left-hand bat,Left-arm fast-medium,ODI,112,57,166,339,20,7.55,48.97,35,18,1,10,0,0,0,0,0
750,6,Bangladesh,Mustafizur Rahman,9863,Left-hand bat,Left-arm fast-medium,T20,107,32,87,117,15,4.58,74.36,13,3,5,7,0,0,0,0,0
751,6,Bangladesh,Mustafizur Rahman,9863,Left-hand bat,Left-arm fast-medium,IPL,60,10,13,24,8,6.5,54.17,8,0,1,1,0,0,0,0,0
752,6,Bangladesh,Hasan Mahmud,13226,Right-hand bat,Right-arm fast-medium,Test,12,20,145,372,38,12.08,38.98,8,15,4,2,0,0,0,0,0
753,6,Bangladesh,Hasan Mahmud,13226,Right-hand bat,Right-arm fast-medium,ODI,24,15,49,107,15,4.45,45.8,4,6,0,5,0,0,0,0,0
754,6,Bangladesh,Hasan Mahmud,13226,Right-hand bat,Right-arm fast-medium,T20,26,9,50,51,26,25.0,98.04,7,0,4,1,0,0,0,0,0
755,6,Bangladesh,Hasan Mahmud,13226,Right-hand bat,Right-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
756,6,Bangladesh,Nahid Rana,37581,Right-hand bat,Right-arm fast,Test,9,15,13,82,11,1.86,15.86,8,2,0,6,0,0,0,0,0
757,6,Bangladesh,Nahid Rana,37581,Right-hand bat,Right-arm fast,ODI,4,2,4,9,4,0.0,44.45,2,1,0,0,0,0,0,0,0
758,6,Bangladesh,Nahid Rana,37581,Right-hand bat,Right-arm fast,T20,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
759,6,Bangladesh,Nahid Rana,37581,Right-hand bat,Right-arm fast,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
760,6,Bangladesh,Shoriful Islam,13791,Left-hand bat,Left-arm fast-medium,Test,12,19,144,200,26,8.47,72.0,2,16,4,3,0,0,0,0,0
761,6,Bangladesh,Shoriful Islam,13791,Left-hand bat,Left-arm fast-medium,ODI,40,23,101,120,16,7.77,84.17,10,8,4,1,0,0,0,0,0
762,6,Bangladesh,Shoriful Islam,13791,Left-hand bat,Left-arm fast-medium,T20,46,19,58,48,16,5.27,120.84,8,7,2,4,0,0,0,0,0
763,6,Bangladesh,Shoriful Islam,13791,Left-hand bat,Left-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
764,6,Bangladesh,Rishad Hossain,13794,Right-hand bat,Right-arm legbreak,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
765,6,Bangladesh,Rishad Hossain,13794,Right-hand bat,Right-arm legbreak,ODI,9,7,99,70,48,19.8,141.43,2,8,8,1,0,0,0,0,0
766,6,Bangladesh,Rishad Hossain,13794,Right-hand bat,Right-arm legbreak,T20,36,23,162,126,53,9.0,128.58,5,9,13,4,1,0,0,0,0
767,6,Bangladesh,Rishad Hossain,13794,Right-hand bat,Right-arm legbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
768,6,Bangladesh,Tanzim Hasan Sakib,15274,Right-hand bat,Right-arm fast-medium,Test,1,1,41,80,41,41.0,51.25,0,2,1,0,0,0,0,0,0
769,6,Bangladesh,Tanzim Hasan Sakib,15274,Right-hand bat,Right-arm fast-medium,ODI,13,9,134,159,45,22.33,84.28,3,9,6,1,0,0,0,0,0
770,6,Bangladesh,Tanzim Hasan Sakib,15274,Right-hand bat,Right-arm fast-medium,T20,25,16,132,129,50,14.67,102.33,7,7,7,1,1,0,0,0,0
771,6,Bangladesh,Tanzim Hasan Sakib,15274,Right-hand bat,Right-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
772,6,Bangladesh,Nasum Ahmed ,8543,Left-hand bat,Left-arm orthodox,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
773,6,Bangladesh,Nasum Ahmed ,8543,Left-hand bat,Left-arm orthodox,ODI,18,11,186,205,44,20.67,90.74,2,18,7,0,0,0,0,0,0
774,6,Bangladesh,Nasum Ahmed ,8543,Left-hand bat,Left-arm orthodox,T20,35,16,64,69,19,9.14,92.76,9,4,2,4,0,0,0,0,0
775,6,Bangladesh,Nasum Ahmed ,8543,Left-hand bat,Left-arm orthodox,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
776,6,Bangladesh,Khaled Ahmed,13105,Right-hand bat,Right-arm medium,Test,16,28,47,166,22,2.47,28.32,9,6,2,14,0,0,0,0,0
777,6,Bangladesh,Khaled Ahmed,13105,Right-hand bat,Right-arm medium,ODI,2,2,1,4,1,1.0,25.0,1,0,0,0,0,0,0,0,0
778,6,Bangladesh,Khaled Ahmed,13105,Right-hand bat,Right-arm medium,T20,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
779,6,Bangladesh,Khaled Ahmed,13105,Right-hand bat,Right-arm medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
780,6,Bangladesh,Nayeem Hasan,12081,Right-hand bat,Right-arm offbreak,Test,14,22,235,581,26,13.82,40.45,5,21,0,1,0,0,0,0,0
781,6,Bangladesh,Nayeem Hasan,12081,Right-hand bat,Right-arm offbreak,ODI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
782,6,Bangladesh,Nayeem Hasan,12081,Right-hand bat,Right-arm offbreak,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
783,6,Bangladesh,Nayeem Hasan,12081,Right-hand bat,Right-arm offbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
784,6,Bangladesh,Ebadot Hossain,11786,Right-hand bat,Right-arm fast-medium,Test,21,34,64,249,21,3.56,25.71,16,8,1,10,0,0,0,0,0
785,6,Bangladesh,Ebadot Hossain,11786,Right-hand bat,Right-arm fast-medium,ODI,12,6,3,14,1,1.5,21.43,4,0,0,2,0,0,0,0,0
786,6,Bangladesh,Ebadot Hossain,11786,Right-hand bat,Right-arm fast-medium,T20,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
787,6,Bangladesh,Ebadot Hossain,11786,Right-hand bat,Right-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
788,9,England,Jamie Overton,8512,Right-hand bat,Right-arm fast,Test,1,1,97,136,97,97.0,71.33,0,13,2,0,1,0,0,0,0
789,9,England,Jamie Overton,8512,Right-hand bat,Right-arm fast,ODI,6,6,82,83,32,13.67,98.8,0,8,1,1,0,0,0,0,0
790,9,England,Jamie Overton,8512,Right-hand bat,Right-arm fast,T20,12,8,50,47,19,8.33,106.39,2,3,1,1,0,0,0,0,0
791,9,England,Jamie Overton,8512,Right-hand bat,Right-arm fast,IPL,3,2,15,7,11,0.0,214.29,2,1,1,0,0,0,0,0,0
792,9,England,Gus Atkinson,13681,Right-hand bat,Right-arm fast-medium,Test,12,16,352,445,118,23.47,79.11,1,39,9,1,0,1,0,0,0
793,9,England,Gus Atkinson,13681,Right-hand bat,Right-arm fast-medium,ODI,11,8,104,76,38,17.33,136.85,2,16,2,1,0,0,0,0,0
794,9,England,Gus Atkinson,13681,Right-hand bat,Right-arm fast-medium,T20,4,2,10,23,8,10.0,43.48,1,0,0,0,0,0,0,0,0
795,9,England,Gus Atkinson,13681,Right-hand bat,Right-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
796,9,England,Mark Wood,8383,Right-hand bat,Right-arm fast,Test,37,62,807,1141,52,15.82,70.73,11,107,20,10,1,0,0,0,0
797,9,England,Mark Wood,8383,Right-hand bat,Right-arm fast,ODI,70,29,168,167,43,12.92,100.6,16,16,5,5,0,0,0,0,0
798,9,England,Mark Wood,8383,Right-hand bat,Right-arm fast,T20,38,7,27,28,10,13.5,96.43,5,2,0,1,0,0,0,0,0
799,9,England,Mark Wood,8383,Right-hand bat,Right-arm fast,IPL,5,3,12,8,10,6.0,150.0,1,1,1,0,0,0,0,0,0
800,9,England,Rehan Ahmed,19767,Right-hand bat,Right-arm legbreak,Test,5,10,103,182,28,10.3,56.6,0,14,0,1,0,0,0,0,0
801,9,England,Rehan Ahmed,19767,Right-hand bat,Right-arm legbreak,ODI,6,4,35,46,15,8.75,76.09,0,2,1,0,0,0,0,0,0
802,9,England,Rehan Ahmed,19767,Right-hand bat,Right-arm legbreak,T20,10,6,38,29,11,9.5,131.04,2,4,2,1,0,0,0,0,0
803,9,England,Rehan Ahmed,19767,Right-hand bat,Right-arm legbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
804,9,England,Jofra Archer,11540,Right-hand bat,Right-arm fast,Test,14,21,159,317,30,7.75,50.16,0,22,1,3,0,0,0,0,0
805,9,England,Jofra Archer,11540,Right-hand bat,Right-arm fast,ODI,31,18,162,150,38,18.0,108.0,9,18,5,2,0,0,0,0,0
806,9,England,Jofra Archer,11540,Right-hand bat,Right-arm fast,T20,34,12,82,62,21,11.71,132.26,5,6,4,3,0,0,0,0,0
807,9,England,Jofra Archer,11540,Right-hand bat,Right-arm fast,IPL,52,32,262,178,30,13.79,147.2,13,14,18,5,0,0,0,0,0
808,9,England,Jack Leach,8578,Left-hand bat,Left-arm orthodox,Test,38,59,498,1334,92,13.46,37.34,22,64,2,7,1,0,0,0,0
809,9,England,Jack Leach,8578,Left-hand bat,Left-arm orthodox,ODI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
810,9,England,Jack Leach,8578,Left-hand bat,Left-arm orthodox,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
811,9,England,Jack Leach,8578,Left-hand bat,Left-arm orthodox,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
812,9,England,Matthew Potts,12777,Right-hand bat,Right-arm fast-medium,Test,10,13,86,168,21,8.6,51.2,3,12,1,2,0,0,0,0,0
813,9,England,Matthew Potts,12777,Right-hand bat,Right-arm fast-medium,ODI,11,6,45,62,15,45.0,72.59,5,1,1,0,0,0,0,0,0
814,9,England,Matthew Potts,12777,Right-hand bat,Right-arm fast-medium,T20,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
815,9,England,Matthew Potts,12777,Right-hand bat,Right-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
816,9,England,Adil Rashid,1742,Right-hand bat,Right-arm legbreak,Test,19,33,540,1270,61,19.29,42.52,5,62,4,3,2,0,0,0,0
817,9,England,Adil Rashid,1742,Right-hand bat,Right-arm legbreak,ODI,152,81,946,984,69,17.52,96.14,27,93,13,8,1,0,0,0,0
818,9,England,Adil Rashid,1742,Right-hand bat,Right-arm legbreak,T20,127,41,155,175,22,7.38,88.58,20,12,1,3,0,0,0,0,0
819,9,England,Adil Rashid,1742,Right-hand bat,Right-arm legbreak,IPL,3,2,22,16,18,11.0,137.5,0,2,1,0,0,0,0,0,0
820,9,England,Olly Stone,8022,Right-hand bat,Right-arm fast,Test,5,10,102,234,20,11.33,43.59,1,12,1,2,0,0,0,0,0
821,9,England,Olly Stone,8022,Right-hand bat,Right-arm fast,ODI,10,6,24,35,9,8.0,68.58,3,2,0,0,0,0,0,0,0
822,9,England,Olly Stone,8022,Right-hand bat,Right-arm fast,T20,1,1,0,1,0,0.0,0.0,0,0,0,1,0,0,0,0,0
823,9,England,Olly Stone,8022,Right-hand bat,Right-arm fast,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
824,9,England,Reece Topley,8349,Right-hand bat,Left-arm fast-medium,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
825,9,England,Reece Topley,8349,Right-hand bat,Left-arm fast-medium,ODI,30,14,35,70,15,11.67,50.0,11,3,1,1,0,0,0,0,0
826,9,England,Reece Topley,8349,Right-hand bat,Left-arm fast-medium,T20,35,10,17,20,9,8.5,85.0,8,1,0,1,0,0,0,0,0
827,9,England,Reece Topley,8349,Right-hand bat,Left-arm fast-medium,IPL,6,1,3,6,3,0.0,50.0,1,0,0,0,0,0,0,0,0
828,9,England,Josh Hull,42740,Left-hand bat,Left-arm fast-medium,Test,1,2,9,16,7,9.0,56.25,1,0,1,0,0,0,0,0,0
829,9,England,Josh Hull,42740,Left-hand bat,Left-arm fast-medium,ODI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
830,9,England,Josh Hull,42740,Left-hand bat,Left-arm fast-medium,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
831,9,England,Josh Hull,42740,Left-hand bat,Left-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
832,9,England,John Turner,19587,Right-hand bat,Right-arm fast-medium,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
833,9,England,John Turner,19587,Right-hand bat,Right-arm fast-medium,ODI,2,1,2,5,2,0.0,40.0,1,0,0,0,0,0,0,0,0
834,9,England,John Turner,19587,Right-hand bat,Right-arm fast-medium,T20,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
835,9,England,John Turner,19587,Right-hand bat,Right-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
836,10,West Indies,Brandon King,9791,Right-hand bat,,Test,2,4,115,172,75,28.75,66.87,0,15,3,1,1,0,0,0,0
837,10,West Indies,Brandon King,9791,Right-hand bat,,ODI,52,52,1458,1744,112,29.16,83.61,2,177,29,5,8,3,0,0,0
838,10,West Indies,Brandon King,9791,Right-hand bat,,T20,63,61,1499,1118,85,26.3,134.08,4,165,62,5,11,0,0,0,0
839,10,West Indies,Brandon King,9791,Right-hand bat,,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
840,10,West Indies,Alick Athanaze,13352,Left-hand bat,Right-arm offbreak,Test,13,25,627,1171,92,25.08,53.55,0,71,3,2,4,0,0,0,0
841,10,West Indies,Alick Athanaze,13352,Left-hand bat,Right-arm offbreak,ODI,13,13,306,368,66,23.54,83.16,0,37,6,0,2,0,0,0,0
842,10,West Indies,Alick Athanaze,13352,Left-hand bat,Right-arm offbreak,T20,4,4,75,61,40,25.0,122.96,1,4,5,0,0,0,0,0,0
843,10,West Indies,Alick Athanaze,13352,Left-hand bat,Right-arm offbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
844,10,West Indies,Kraigg Brathwaite,1984,Right-hand bat,Right-arm offbreak,Test,100,193,5950,14571,212,32.51,40.84,10,595,17,19,31,12,1,0,0
845,10,West Indies,Kraigg Brathwaite,1984,Right-hand bat,Right-arm offbreak,ODI,10,10,278,483,78,27.8,57.56,0,15,0,0,1,0,0,0,0
846,10,West Indies,Kraigg Brathwaite,1984,Right-hand bat,Right-arm offbreak,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
847,10,West Indies,Kraigg Brathwaite,1984,Right-hand bat,Right-arm offbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
848,10,West Indies,Kavem Hodge,8434,Right-hand bat,Left-arm orthodox,Test,11,22,556,1110,120,25.27,50.1,0,72,2,2,3,1,0,0,0
849,10,West Indies,Kavem Hodge,8434,Right-hand bat,Left-arm orthodox,ODI,4,3,37,47,26,12.33,78.73,0,5,0,1,0,0,0,0,0
850,10,West Indies,Kavem Hodge,8434,Right-hand bat,Left-arm orthodox,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
851,10,West Indies,Kavem Hodge,8434,Right-hand bat,Left-arm orthodox,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
852,10,West Indies,Rovman Powell,11445,Right-hand bat,Right-arm fast-medium,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
853,10,West Indies,Rovman Powell,11445,Right-hand bat,Right-arm fast-medium,ODI,51,48,979,1153,101,21.76,84.91,3,63,42,3,2,1,0,0,0
854,10,West Indies,Rovman Powell,11445,Right-hand bat,Right-arm fast-medium,T20,95,83,1875,1317,107,26.41,142.37,12,113,123,2,9,1,0,0,0
855,10,West Indies,Rovman Powell,11445,Right-hand bat,Right-arm fast-medium,IPL,28,23,365,249,67,18.25,146.59,3,22,28,2,1,0,0,0,0
856,10,West Indies,Shimron Hetmyer,9789,Left-hand bat,,Test,16,30,838,1138,93,27.93,73.64,0,85,27,0,5,0,0,0,0
857,10,West Indies,Shimron Hetmyer,9789,Left-hand bat,,ODI,57,52,1543,1464,139,31.49,105.4,3,117,56,3,4,5,0,0,0
858,10,West Indies,Shimron Hetmyer,9789,Left-hand bat,,T20,64,54,983,810,81,20.06,121.36,5,67,50,4,5,0,0,0,0
859,10,West Indies,Shimron Hetmyer,9789,Left-hand bat,,IPL,86,79,1482,976,75,29.06,151.85,28,93,93,3,5,0,0,0,0
860,10,West Indies,Evin Lewis,8579,Left-hand bat,,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
861,10,West Indies,Evin Lewis,8579,Left-hand bat,,ODI,67,64,2175,2523,176,36.25,86.21,4,213,70,3,11,5,0,0,0
862,10,West Indies,Evin Lewis,8579,Left-hand bat,,T20,65,64,1782,1155,125,29.21,154.29,3,135,136,6,13,2,0,0,0
863,10,West Indies,Evin Lewis,8579,Left-hand bat,,IPL,27,26,654,477,65,27.25,137.11,2,62,36,2,4,0,0,0,0
864,10,West Indies,Keacy Carty,11217,Right-hand bat,Right-arm medium,Test,7,14,235,513,42,16.79,45.81,0,23,1,2,0,0,0,0,0
865,10,West Indies,Keacy Carty,11217,Right-hand bat,Right-arm medium,ODI,37,34,1432,1731,170,49.38,82.73,5,128,25,1,5,4,0,0,0
866,10,West Indies,Keacy Carty,11217,Right-hand bat,Right-arm medium,T20,1,1,49,22,49,0.0,222.73,1,4,4,0,0,0,0,0,0
867,10,West Indies,Keacy Carty,11217,Right-hand bat,Right-arm medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
868,10,West Indies,Justin Greaves,8433,Right-hand bat,Right-arm medium,Test,8,16,276,530,115,19.71,52.08,2,24,0,0,0,1,0,0,0
869,10,West Indies,Justin Greaves,8433,Right-hand bat,Right-arm medium,ODI,13,12,246,246,50,24.6,100.0,2,28,4,0,1,0,0,0,0
870,10,West Indies,Justin Greaves,8433,Right-hand bat,Right-arm medium,T20,1,1,6,5,6,6.0,120.0,0,0,0,0,0,0,0,0,0
871,10,West Indies,Justin Greaves,8433,Right-hand bat,Right-arm medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
872,10,West Indies,Sherfane Rutherford,13748,Left-hand bat,Right-arm fast-medium,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
873,10,West Indies,Sherfane Rutherford,13748,Left-hand bat,Right-arm fast-medium,ODI,13,11,567,517,113,70.88,109.68,3,49,27,0,6,1,0,0,0
874,10,West Indies,Sherfane Rutherford,13748,Left-hand bat,Right-arm fast-medium,T20,31,26,437,315,68,21.85,138.74,6,27,29,2,2,0,0,0,0
875,10,West Indies,Sherfane Rutherford,13748,Left-hand bat,Right-arm fast-medium,IPL,23,20,397,289,46,24.81,137.38,4,25,26,1,0,0,0,0,0
