,teamId,teamName,name,id,battingStyle,bowlingStyle,ROWHEADER,Matches,Innings,Runs,Balls,Highest,Average,SR,Not Out,Fours,Sixes,Ducks,50s,100s,200s,300s,400s
526,3,Pakistan,Mohammad Wasim Jr,15040,Right-hand bat,Right-arm fast-medium,T20,29,11,46,53,12,11.5,86.8,7,5,1,1,0,0,0,0,0
527,3,Pakistan,Mohammad Wasim Jr,15040,Right-hand bat,Right-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
528,3,Pakistan,Sufiyan Muqeem,41169,Left-hand bat,Left-arm wrist-spin,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
529,3,Pakistan,Sufiyan Muqeem,41169,Left-hand bat,Left-arm wrist-spin,ODI,3,3,15,17,13,15.0,88.24,2,1,1,0,0,0,0,0,0
530,3,Pakistan,Sufiyan Muqeem,41169,Left-hand bat,Left-arm wrist-spin,T20,10,6,8,13,5,2.0,61.54,2,0,0,2,0,0,0,0,0
531,3,Pakistan,Sufiyan Muqeem,41169,Left-hand bat,Left-arm wrist-spin,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
532,3,Pakistan,Shaheen Afridi,12160,Left-hand bat,Left-arm fast-medium,Test,31,41,249,556,29,8.03,44.79,10,31,5,9,0,0,0,0,0
533,3,Pakistan,Shaheen Afridi,12160,Left-hand bat,Left-arm fast-medium,ODI,64,37,261,310,25,13.05,84.2,17,23,10,6,0,0,0,0,0
534,3,Pakistan,Shaheen Afridi,12160,Left-hand bat,Left-arm fast-medium,T20,79,27,211,174,23,12.41,121.27,10,12,15,4,0,0,0,0,0
535,3,Pakistan,Shaheen Afridi,12160,Left-hand bat,Left-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
536,3,Pakistan,Mohammad Hasnain,14248,Right-hand bat,Right-arm fast-medium,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
537,3,Pakistan,Mohammad Hasnain,14248,Right-hand bat,Right-arm fast-medium,ODI,15,7,53,34,28,17.67,155.89,4,9,1,1,0,0,0,0,0
538,3,Pakistan,Mohammad Hasnain,14248,Right-hand bat,Right-arm fast-medium,T20,28,12,24,26,8,24.0,92.31,11,2,1,0,0,0,0,0,0
539,3,Pakistan,Mohammad Hasnain,14248,Right-hand bat,Right-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
540,4,Australia,Steven Smith,2250,Right-hand bat,Right-arm legbreak,Test,118,210,10424,19438,239,56.35,53.63,25,1134,62,11,43,36,4,0,0
541,4,Australia,Steven Smith,2250,Right-hand bat,Right-arm legbreak,ODI,170,154,5800,6669,164,43.28,86.97,20,521,58,8,35,12,0,0,0
542,4,Australia,Steven Smith,2250,Right-hand bat,Right-arm legbreak,T20,67,55,1094,872,90,24.86,125.46,11,96,26,1,5,0,0,0,0
543,4,Australia,Steven Smith,2250,Right-hand bat,Right-arm legbreak,IPL,103,93,2485,1940,101,34.51,128.1,21,225,60,1,11,1,0,0,0
544,4,Australia,Marnus Labuschagne,10182,Right-hand bat,Right-arm legbreak,Test,58,104,4435,8583,215,46.2,51.68,8,493,12,4,23,11,2,0,0
545,4,Australia,Marnus Labuschagne,10182,Right-hand bat,Right-arm legbreak,ODI,63,56,1869,2228,124,35.94,83.89,4,154,10,3,12,2,0,0,0
546,4,Australia,Marnus Labuschagne,10182,Right-hand bat,Right-arm legbreak,T20,1,1,2,4,2,2.0,50.0,0,0,0,0,0,0,0,0,0
547,4,Australia,Marnus Labuschagne,10182,Right-hand bat,Right-arm legbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
548,4,Australia,Travis Head,8497,Left-hand bat,Right-arm offbreak,Test,59,99,3927,5779,175,42.23,67.96,6,480,32,7,20,9,0,0,0
549,4,Australia,Travis Head,8497,Left-hand bat,Right-arm offbreak,ODI,73,70,2767,2638,154,43.23,104.9,6,315,67,3,17,6,0,0,0
550,4,Australia,Travis Head,8497,Left-hand bat,Right-arm offbreak,T20,38,37,1093,681,91,33.12,160.5,4,114,53,2,5,0,0,0,0
551,4,Australia,Travis Head,8497,Left-hand bat,Right-arm offbreak,IPL,38,37,1146,674,102,34.73,170.03,4,126,55,5,8,1,0,0,0
552,5,Sri Lanka,Pathum Nissanka,13682,Right-hand bat,,Test,18,31,1305,2299,187,45.0,56.77,2,150,5,0,7,4,0,0,0
553,5,Sri Lanka,Pathum Nissanka,13682,Right-hand bat,,ODI,69,69,2548,2846,210,39.81,89.53,5,319,32,6,16,6,1,0,0
554,5,Sri Lanka,Pathum Nissanka,13682,Right-hand bat,,T20,63,62,1776,1456,90,29.6,121.98,2,187,44,5,14,0,0,0,0
555,5,Sri Lanka,Pathum Nissanka,13682,Right-hand bat,,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
556,5,Sri Lanka,Pavan Rathnayake,15081,Right-hand bat,,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
557,5,Sri Lanka,Pavan Rathnayake,15081,Right-hand bat,,ODI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
558,5,Sri Lanka,Pavan Rathnayake,15081,Right-hand bat,,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
559,5,Sri Lanka,Pavan Rathnayake,15081,Right-hand bat,,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
560,5,Sri Lanka,Oshada Fernando,11545,Right-hand bat,Right-arm legbreak,Test,22,39,1104,2224,102,31.54,49.65,4,127,11,2,7,1,0,0,0
561,5,Sri Lanka,Oshada Fernando,11545,Right-hand bat,Right-arm legbreak,ODI,8,8,148,230,49,18.5,64.35,0,15,3,1,0,0,0,0,0
562,5,Sri Lanka,Oshada Fernando,11545,Right-hand bat,Right-arm legbreak,T20,7,6,128,114,78,25.6,112.29,1,11,4,0,1,0,0,0,0
563,5,Sri Lanka,Oshada Fernando,11545,Right-hand bat,Right-arm legbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
564,5,Sri Lanka,Pasindu Sooriyabandara,13884,Right-hand bat,,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
565,5,Sri Lanka,Pasindu Sooriyabandara,13884,Right-hand bat,,ODI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
566,5,Sri Lanka,Pasindu Sooriyabandara,13884,Right-hand bat,,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
567,5,Sri Lanka,Pasindu Sooriyabandara,13884,Right-hand bat,,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
568,5,Sri Lanka,Avishka Fernando,10939,Right-hand bat,Right-arm fast-medium,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
569,5,Sri Lanka,Avishka Fernando,10939,Right-hand bat,Right-arm fast-medium,ODI,51,50,1589,1787,127,31.78,88.92,0,165,31,5,9,4,0,0,0
570,5,Sri Lanka,Avishka Fernando,10939,Right-hand bat,Right-arm fast-medium,T20,38,36,374,403,37,11.33,92.81,3,28,8,5,0,0,0,0,0
571,5,Sri Lanka,Avishka Fernando,10939,Right-hand bat,Right-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
572,5,Sri Lanka,Nuwanidu Fernando,13187,Right-hand bat,Right-arm offbreak,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
573,5,Sri Lanka,Nuwanidu Fernando,13187,Right-hand bat,Right-arm offbreak,ODI,5,4,75,105,50,18.75,71.43,0,10,0,0,1,0,0,0,0
574,5,Sri Lanka,Nuwanidu Fernando,13187,Right-hand bat,Right-arm offbreak,T20,1,1,5,8,5,5.0,62.5,0,1,0,0,0,0,0,0,0
575,5,Sri Lanka,Nuwanidu Fernando,13187,Right-hand bat,Right-arm offbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
576,5,Sri Lanka,Angelo Mathews,1629,Right-hand bat,Right-arm fast-medium,Test,119,212,8214,16970,200,44.4,48.41,27,835,90,6,45,16,1,0,0
577,5,Sri Lanka,Angelo Mathews,1629,Right-hand bat,Right-arm fast-medium,ODI,226,194,5916,7135,139,40.52,82.92,48,468,90,16,40,3,0,0,0
578,5,Sri Lanka,Angelo Mathews,1629,Right-hand bat,Right-arm fast-medium,T20,90,73,1416,1175,81,27.76,120.52,22,92,50,1,6,0,0,0,0
579,5,Sri Lanka,Angelo Mathews,1629,Right-hand bat,Right-arm fast-medium,IPL,49,42,724,575,65,23.35,125.92,11,44,29,3,1,0,0,0,0
580,5,Sri Lanka,Kamindu Mendis,10940,Left-hand bat,Right-arm offbreak,Test,14,24,1316,2063,182,62.67,63.8,3,137,24,0,5,5,0,0,0
581,5,Sri Lanka,Kamindu Mendis,10940,Left-hand bat,Right-arm offbreak,ODI,22,21,402,555,64,25.13,72.44,5,28,9,2,2,0,0,0,0
582,5,Sri Lanka,Kamindu Mendis,10940,Left-hand bat,Right-arm offbreak,T20,23,21,381,311,65,19.05,122.51,1,39,13,2,2,0,0,0,0
583,5,Sri Lanka,Kamindu Mendis,10940,Left-hand bat,Right-arm offbreak,IPL,5,5,92,69,32,23.0,133.34,1,7,2,1,0,0,0,0,0
584,5,Sri Lanka,Dhananjaya de Silva,7872,Right-hand bat,Right-arm offbreak,Test,65,115,4133,7089,173,38.27,58.31,7,499,36,10,19,12,0,0,0
585,5,Sri Lanka,Dhananjaya de Silva,7872,Right-hand bat,Right-arm offbreak,ODI,90,82,1865,2373,93,25.9,78.6,10,186,17,4,10,0,0,0,0
586,5,Sri Lanka,Dhananjaya de Silva,7872,Right-hand bat,Right-arm offbreak,T20,45,44,847,731,66,21.18,115.87,4,71,18,2,3,0,0,0,0
587,5,Sri Lanka,Dhananjaya de Silva,7872,Right-hand bat,Right-arm offbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
588,5,Sri Lanka,Charith Asalanka,10934,Left-hand bat,Right-arm offbreak,Test,3,6,88,171,29,14.67,51.47,0,11,3,0,0,0,0,0,0
589,5,Sri Lanka,Charith Asalanka,10934,Left-hand bat,Right-arm offbreak,ODI,76,68,2544,2799,127,43.86,90.89,10,212,63,5,16,5,0,0,0
590,5,Sri Lanka,Charith Asalanka,10934,Left-hand bat,Right-arm offbreak,T20,59,58,1255,975,80,24.61,128.72,7,86,61,7,6,0,0,0,0
591,5,Sri Lanka,Charith Asalanka,10934,Left-hand bat,Right-arm offbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
592,5,Sri Lanka,Janith Liyanage,13694,Right-hand bat,Right-arm fast-medium,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
593,5,Sri Lanka,Janith Liyanage,13694,Right-hand bat,Right-arm fast-medium,ODI,26,20,723,879,101,45.19,82.26,4,54,19,0,5,1,0,0,0
594,5,Sri Lanka,Janith Liyanage,13694,Right-hand bat,Right-arm fast-medium,T20,3,3,28,45,11,9.33,62.23,0,0,0,0,0,0,0,0,0
595,5,Sri Lanka,Janith Liyanage,13694,Right-hand bat,Right-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
596,5,Sri Lanka,Sonal Dinusha,13930,Left-hand bat,Left-arm orthodox,Test,1,1,11,16,11,11.0,68.75,0,1,0,0,0,0,0,0,0
597,5,Sri Lanka,Sonal Dinusha,13930,Left-hand bat,Left-arm orthodox,ODI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
598,5,Sri Lanka,Sonal Dinusha,13930,Left-hand bat,Left-arm orthodox,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
599,5,Sri Lanka,Sonal Dinusha,13930,Left-hand bat,Left-arm orthodox,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
600,5,Sri Lanka,Tharindu Rathnayake,18515,Left-hand bat,Right-arm offbreak,Test,2,2,10,27,10,5.0,37.04,0,0,1,1,0,0,0,0,0
601,5,Sri Lanka,Tharindu Rathnayake,18515,Left-hand bat,Right-arm offbreak,ODI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
602,5,Sri Lanka,Tharindu Rathnayake,18515,Left-hand bat,Right-arm offbreak,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
603,5,Sri Lanka,Tharindu Rathnayake,18515,Left-hand bat,Right-arm offbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
604,5,Sri Lanka,Milan Priyanath Rathnayake,39678,Left-hand bat,Right-arm fast-medium,Test,5,6,190,324,72,31.67,58.65,0,22,3,0,1,0,0,0,0
605,5,Sri Lanka,Milan Priyanath Rathnayake,39678,Left-hand bat,Right-arm fast-medium,ODI,1,1,22,31,22,22.0,70.97,0,3,0,0,0,0,0,0,0
606,5,Sri Lanka,Milan Priyanath Rathnayake,39678,Left-hand bat,Right-arm fast-medium,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
607,5,Sri Lanka,Milan Priyanath Rathnayake,39678,Left-hand bat,Right-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
608,5,Sri Lanka,Dunith Wellalage,14251,Left-hand bat,Left-arm orthodox,Test,1,2,29,47,18,14.5,61.71,0,3,0,0,0,0,0,0,0
609,5,Sri Lanka,Dunith Wellalage,14251,Left-hand bat,Left-arm orthodox,ODI,31,24,386,483,67,20.32,79.92,5,30,10,3,1,0,0,0,0
610,5,Sri Lanka,Dunith Wellalage,14251,Left-hand bat,Left-arm orthodox,T20,4,2,12,16,11,12.0,75.0,1,1,1,0,0,0,0,0,0
611,5,Sri Lanka,Dunith Wellalage,14251,Left-hand bat,Left-arm orthodox,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
612,5,Sri Lanka,Wanindu Hasaranga,10926,Right-hand bat,Right-arm legbreak,Test,4,7,196,227,59,28.0,86.35,0,29,1,0,1,0,0,0,0
613,5,Sri Lanka,Wanindu Hasaranga,10926,Right-hand bat,Right-arm legbreak,ODI,66,54,1030,952,80,22.39,108.2,8,90,36,3,4,0,0,0,0
614,5,Sri Lanka,Wanindu Hasaranga,10926,Right-hand bat,Right-arm legbreak,T20,79,67,712,552,71,13.43,128.99,14,71,16,8,2,0,0,0,0
615,5,Sri Lanka,Wanindu Hasaranga,10926,Right-hand bat,Right-arm legbreak,IPL,37,19,81,88,18,5.4,92.05,4,7,1,5,0,0,0,0,0
616,5,Sri Lanka,Dinesh Chandimal,6245,Right-hand bat,Right-arm offbreak,Test,90,161,6361,12703,206,43.27,50.08,14,668,44,8,34,16,1,0,0
617,5,Sri Lanka,Dinesh Chandimal,6245,Right-hand bat,Right-arm offbreak,ODI,157,142,3854,5192,111,31.59,74.23,20,264,43,11,24,4,0,0,0
618,5,Sri Lanka,Dinesh Chandimal,6245,Right-hand bat,Right-arm offbreak,T20,68,61,1062,1025,66,19.67,103.61,7,90,22,0,6,0,0,0,0
619,5,Sri Lanka,Dinesh Chandimal,6245,Right-hand bat,Right-arm offbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
620,5,Sri Lanka,Kusal Mendis,9494,Right-hand bat,,Test,73,135,4757,8116,245,36.88,58.62,6,572,52,14,22,10,1,0,0
621,5,Sri Lanka,Kusal Mendis,9494,Right-hand bat,,ODI,146,143,4654,5264,143,35.26,88.42,11,478,76,14,34,6,0,0,0
622,5,Sri Lanka,Kusal Mendis,9494,Right-hand bat,,T20,79,79,1993,1509,86,26.22,132.08,3,170,84,6,16,0,0,0,0
623,5,Sri Lanka,Kusal Mendis,9494,Right-hand bat,,IPL,1,1,20,10,20,20.0,200.0,0,1,2,0,0,0,0,0,0
624,5,Sri Lanka,Lahiru Udara,15586,Right-hand bat,,Test,2,3,78,112,40,26.0,69.65,0,12,0,0,0,0,0,0,0
625,5,Sri Lanka,Lahiru Udara,15586,Right-hand bat,,ODI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
626,5,Sri Lanka,Lahiru Udara,15586,Right-hand bat,,T20,1,1,0,3,0,0.0,0.0,0,0,0,1,0,0,0,0,0
627,5,Sri Lanka,Lahiru Udara,15586,Right-hand bat,,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
628,5,Sri Lanka,Nishan Madushka,13236,Right-hand bat,,Test,10,18,571,1030,205,33.59,55.44,1,69,4,1,2,1,1,0,0
629,5,Sri Lanka,Nishan Madushka,13236,Right-hand bat,,ODI,7,6,182,212,69,30.33,85.85,0,21,2,0,2,0,0,0,0
630,5,Sri Lanka,Nishan Madushka,13236,Right-hand bat,,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
631,5,Sri Lanka,Nishan Madushka,13236,Right-hand bat,,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
632,5,Sri Lanka,Sadeera Samarawickrama,9495,Right-hand bat,,Test,9,14,308,407,104,23.69,75.68,1,40,2,3,0,1,0,0,0
633,5,Sri Lanka,Sadeera Samarawickrama,9495,Right-hand bat,,ODI,50,45,1261,1356,108,31.53,93.0,5,130,7,5,8,1,0,0,0
634,5,Sri Lanka,Sadeera Samarawickrama,9495,Right-hand bat,,T20,19,17,259,240,61,17.27,107.92,2,27,2,2,1,0,0,0,0
635,5,Sri Lanka,Sadeera Samarawickrama,9495,Right-hand bat,,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
636,5,Sri Lanka,Asitha Fernando,10938,Right-hand bat,Right-arm fast-medium,Test,24,34,58,222,11,3.22,26.13,16,10,1,11,0,0,0,0,0
637,5,Sri Lanka,Asitha Fernando,10938,Right-hand bat,Right-arm fast-medium,ODI,23,7,7,27,3,2.33,25.93,4,0,0,2,0,0,0,0,0
638,5,Sri Lanka,Asitha Fernando,10938,Right-hand bat,Right-arm fast-medium,T20,7,3,11,5,10,0.0,220.0,3,2,0,0,0,0,0,0,0
639,5,Sri Lanka,Asitha Fernando,10938,Right-hand bat,Right-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
640,5,Sri Lanka,Prabath Jayasuriya,11498,Right-hand bat,Left-arm orthodox,Test,22,34,255,772,28,7.97,33.04,2,27,0,6,0,0,0,0,0
641,5,Sri Lanka,Prabath Jayasuriya,11498,Right-hand bat,Left-arm orthodox,ODI,2,2,10,13,10,10.0,76.93,1,1,0,1,0,0,0,0,0
642,5,Sri Lanka,Prabath Jayasuriya,11498,Right-hand bat,Left-arm orthodox,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
643,5,Sri Lanka,Prabath Jayasuriya,11498,Right-hand bat,Left-arm orthodox,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
644,5,Sri Lanka,Kasun Rajitha,10472,Right-hand bat,Right-arm fast-medium,Test,17,24,133,551,22,7.0,24.14,5,14,0,6,0,0,0,0,0
645,5,Sri Lanka,Kasun Rajitha,10472,Right-hand bat,Right-arm fast-medium,ODI,34,19,117,184,33,9.75,63.59,7,14,1,4,0,0,0,0,0
646,5,Sri Lanka,Kasun Rajitha,10472,Right-hand bat,Right-arm fast-medium,T20,18,8,31,53,9,10.33,58.5,5,2,0,1,0,0,0,0,0
647,5,Sri Lanka,Kasun Rajitha,10472,Right-hand bat,Right-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
648,5,Sri Lanka,Akila Dananjaya,8483,Left-hand bat,Right-arm offbreak,Test,6,10,135,254,43,16.88,53.15,2,14,0,3,0,0,0,0,0
649,5,Sri Lanka,Akila Dananjaya,8483,Left-hand bat,Right-arm offbreak,ODI,42,32,323,451,50,12.42,71.62,6,29,3,3,1,0,0,0,0
650,5,Sri Lanka,Akila Dananjaya,8483,Left-hand bat,Right-arm offbreak,T20,33,16,65,72,11,8.13,90.28,8,7,0,2,0,0,0,0,0
651,5,Sri Lanka,Akila Dananjaya,8483,Left-hand bat,Right-arm offbreak,IPL,1,1,4,5,4,0.0,80.0,1,0,0,0,0,0,0,0,0
652,5,Sri Lanka,Isitha Wijesundera,41309,Left-hand bat,Right-arm fast-medium,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
653,5,Sri Lanka,Isitha Wijesundera,41309,Left-hand bat,Right-arm fast-medium,ODI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
654,5,Sri Lanka,Isitha Wijesundera,41309,Left-hand bat,Right-arm fast-medium,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
655,5,Sri Lanka,Isitha Wijesundera,41309,Left-hand bat,Right-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
656,5,Sri Lanka,Lahiru Kumara,10928,Left-hand bat,Right-arm fast-medium,Test,34,50,135,458,13,4.66,29.48,21,21,0,16,0,0,0,0,0
657,5,Sri Lanka,Lahiru Kumara,10928,Left-hand bat,Right-arm fast-medium,ODI,32,19,62,140,10,5.64,44.29,8,8,1,1,0,0,0,0,0
658,5,Sri Lanka,Lahiru Kumara,10928,Left-hand bat,Right-arm fast-medium,T20,26,6,10,11,4,3.33,90.91,3,2,0,1,0,0,0,0,0
659,5,Sri Lanka,Lahiru Kumara,10928,Left-hand bat,Right-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
660,5,Sri Lanka,Nishan Peiris,13675,Left-hand bat,Right-arm offbreak,Test,3,4,9,40,5,3.0,22.5,1,1,0,2,0,0,0,0,0
661,5,Sri Lanka,Nishan Peiris,13675,Left-hand bat,Right-arm offbreak,ODI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
662,5,Sri Lanka,Nishan Peiris,13675,Left-hand bat,Right-arm offbreak,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
663,5,Sri Lanka,Nishan Peiris,13675,Left-hand bat,Right-arm offbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
664,5,Sri Lanka,Vishwa Fernando,8413,Right-hand bat,Left-arm fast-medium,Test,28,40,161,618,38,7.0,26.06,17,16,1,13,0,0,0,0,0
665,5,Sri Lanka,Vishwa Fernando,8413,Right-hand bat,Left-arm fast-medium,ODI,8,8,30,61,7,15.0,49.19,6,3,0,1,0,0,0,0,0
666,5,Sri Lanka,Vishwa Fernando,8413,Right-hand bat,Left-arm fast-medium,T20,1,1,2,2,2,2.0,100.0,0,0,0,0,0,0,0,0,0
667,5,Sri Lanka,Vishwa Fernando,8413,Right-hand bat,Left-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
668,5,Sri Lanka,Jeffrey Vandersay,10469,Right-hand bat,Right-arm legbreak,Test,2,4,71,77,53,17.75,92.21,0,10,2,0,1,0,0,0,0
669,5,Sri Lanka,Jeffrey Vandersay,10469,Right-hand bat,Right-arm legbreak,ODI,27,15,112,234,25,11.2,47.87,5,5,0,2,0,0,0,0,0
670,5,Sri Lanka,Jeffrey Vandersay,10469,Right-hand bat,Right-arm legbreak,T20,15,8,20,20,8,20.0,100.0,7,3,0,0,0,0,0,0,0
671,5,Sri Lanka,Jeffrey Vandersay,10469,Right-hand bat,Right-arm legbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
672,5,Sri Lanka,Mohamed Shiraz,14574,Right-hand bat,Right-arm fast-medium,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
673,5,Sri Lanka,Mohamed Shiraz,14574,Right-hand bat,Right-arm fast-medium,ODI,2,1,1,1,1,0.0,100.0,1,0,0,0,0,0,0,0,0
674,5,Sri Lanka,Mohamed Shiraz,14574,Right-hand bat,Right-arm fast-medium,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
675,5,Sri Lanka,Mohamed Shiraz,14574,Right-hand bat,Right-arm fast-medium,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
676,5,Sri Lanka,Eshan Malinga,46926,Left-hand bat,Right-arm fast-medium,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
677,5,Sri Lanka,Eshan Malinga,46926,Left-hand bat,Right-arm fast-medium,ODI,6,5,15,54,5,5.0,27.78,2,2,0,0,0,0,0,0,0
678,5,Sri Lanka,Eshan Malinga,46926,Left-hand bat,Right-arm fast-medium,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
679,5,Sri Lanka,Eshan Malinga,46926,Left-hand bat,Right-arm fast-medium,IPL,7,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
680,5,Sri Lanka,Maheesh Theekshana,18504,Right-hand bat,Right-arm offbreak,Test,2,3,59,149,38,19.67,39.6,0,6,1,0,0,0,0,0,0
681,5,Sri Lanka,Maheesh Theekshana,18504,Right-hand bat,Right-arm offbreak,ODI,55,31,317,592,38,15.85,53.55,11,22,3,4,0,0,0,0,0
682,5,Sri Lanka,Maheesh Theekshana,18504,Right-hand bat,Right-arm offbreak,T20,61,26,66,103,14,3.88,64.08,9,4,2,7,0,0,0,0,0
683,5,Sri Lanka,Maheesh Theekshana,18504,Right-hand bat,Right-arm offbreak,IPL,38,6,17,34,7,5.67,50.0,3,0,1,1,0,0,0,0,0
684,6,Bangladesh,Najmul Hossain Shanto,9864,Left-hand bat,Right-arm offbreak,Test,37,70,2189,4158,163,32.19,52.65,2,246,29,7,5,7,0,0,0
685,6,Bangladesh,Najmul Hossain Shanto,9864,Left-hand bat,Right-arm offbreak,ODI,52,51,1602,2021,122,33.38,79.27,3,171,15,7,10,3,0,0,0
686,6,Bangladesh,Najmul Hossain Shanto,9864,Left-hand bat,Right-arm offbreak,T20,50,48,987,905,71,22.95,109.07,5,89,20,0,4,0,0,0,0
687,6,Bangladesh,Najmul Hossain Shanto,9864,Left-hand bat,Right-arm offbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
688,6,Bangladesh,Mominul Haque,8219,Left-hand bat,Left-arm orthodox,Test,73,136,4627,8544,181,36.72,54.16,10,541,19,18,22,13,0,0,0
689,6,Bangladesh,Mominul Haque,8219,Left-hand bat,Left-arm orthodox,ODI,28,26,557,749,60,22.28,74.37,1,60,1,1,3,0,0,0,0
690,6,Bangladesh,Mominul Haque,8219,Left-hand bat,Left-arm orthodox,T20,6,4,60,50,26,20.0,120.0,1,5,2,0,0,0,0,0,0
691,6,Bangladesh,Mominul Haque,8219,Left-hand bat,Left-arm orthodox,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
692,6,Bangladesh,Towhid Hridoy,13223,Right-hand bat,Right-arm offbreak,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
693,6,Bangladesh,Towhid Hridoy,13223,Right-hand bat,Right-arm offbreak,ODI,38,34,1087,1343,100,35.06,80.94,3,65,23,1,9,1,0,0,0
694,6,Bangladesh,Towhid Hridoy,13223,Right-hand bat,Right-arm offbreak,T20,39,36,806,629,63,26.0,128.14,5,55,33,2,3,0,0,0,0
695,6,Bangladesh,Towhid Hridoy,13223,Right-hand bat,Right-arm offbreak,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
